Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Production_log,Yield_log,Area_log,Fertilizer_log,Pesticide_log
Maize,2005,Autumn     ,Jharkhand,74754.36,77410,965.2,8964542.851,15698.4156,1.040909091,11.256884168342939,0.7133953414344362,11.221976194367821,16.008787782633743,9.661378767713673
Masoor,2005,Rabi       ,Jharkhand,2834.21,1353,965.2,339878.4632,595.1841,0.4725,7.21081845347222,0.3869616365436047,7.949871287492578,12.736346313735272,6.390549511985297
Onion,2005,Rabi       ,Jharkhand,1724.12,18805,965.2,206756.4704,362.0652,11.6,9.841931246837023,2.533696813957432,7.453051892263304,12.23930174476038,5.894582432461198
Potato,2005,Rabi       ,Jharkhand,13345.34,108900,965.2,1600373.173,2802.5214,7.759333333,11.598194491615347,2.170119798513466,9.498997468937041,14.285748017994461,7.9386315488500925
Potato,2005,Winter     ,Jharkhand,16504.2,113257,965.2,1979183.664,3465.882,7.148333333,11.63742368102698,2.097813407321591,9.711430761754016,14.498195532005052,8.15101090991689
Ragi,2005,Autumn     ,Jharkhand,27846.26,23278,965.2,3339323.499,5847.7146,0.82125,10.055306945596307,0.5995230785272776,10.23448985631431,15.021279098690059,8.673977189586772
Rapeseed &Mustard,2005,Rabi       ,Jharkhand,5989.03,4058,965.2,718204.4776,1257.6963,0.665555556,8.308691916838898,0.5101587350451315,8.697851699444199,13.484510987589925,7.137831781752343
Rice,2005,Autumn     ,Jharkhand,149362.86,77860,965.2,17911594.17,31366.2006,0.557857143,11.262680464647342,0.4433112506899801,11.914140621481021,16.700958835955745,10.353518059077167
Rice,2005,Winter     ,Jharkhand,954735.25,536165,965.2,114491851.2,200494.4025,0.531363636,13.192199093597868,0.4261586038226865,13.769190403308226,18.55601421860126,12.208546595291297
Sugarcane,2005,Whole Year ,Jharkhand,130.68,538,965.2,15671.1456,27.4428,4.12,6.289715570908998,1.6331544390514163,4.88037473692876,9.659640250035535,3.347895052972136
Wheat,2005,Rabi       ,Jharkhand,50326.23,51263,965.2,6035121.502,10568.5083,1.023636364,10.84474403042803,0.7048960732287227,10.826301561498427,15.613106710899304,9.265728559333828
Arhar/Tur,2006,Kharif     ,Bihar,35631.0,44278,1052.8,4550435.01,7838.82,1.1325,10.698265803008391,0.7572950003836971,10.480999389497148,15.330733612709706,8.966971153897214
Bajra,2006,Kharif     ,Bihar,4106.0,4417,1052.8,524377.26,903.32,1.049,8.393442383980062,0.7173518692567626,8.320448113956559,13.169968573109193,6.807183280056108
Barley,2006,Rabi       ,Bihar,18663.0,19921,1052.8,2383451.73,4105.86,1.116666667,9.89957992770511,0.7498425243939709,9.834351813701266,14.68406072125079,8.32041402523335
Gram,2006,Rabi       ,Bihar,64279.0,54181,1052.8,8209071.09,14141.38,0.845666667,10.900104028948183,0.6128405493533237,11.071003819851448,15.92075045311667,9.556931242118559
Jowar,2006,Kharif     ,Bihar,3397.0,3507,1052.8,433830.87,747.34,1.04,8.162801353492073,0.712949807856125,8.130942302231878,12.98041234171184,6.6178574201545315
Jute,2006,Kharif     ,Bihar,132914.0,1356624,1052.8,16974446.94,29241.08,10.92642857,14.120510555748316,2.4787568258258252,11.797465105149513,16.64721970893615,10.283364046764627
Khesari,2006,Rabi       ,Bihar,101692.0,80253,1052.8,12987085.32,22372.24,0.788648649,11.29295188398684,0.5814603900456756,11.529713749775928,16.379466061716784,10.015620880831381
Linseed,2006,Rabi       ,Bihar,28591.0,24276,1052.8,3651356.61,6290.02,0.844054054,10.097284679055107,0.6119664381537953,10.26088223739921,15.11060960434839,8.746878498709787
Maize,2006,Kharif     ,Bihar,259494.0,397591,1052.8,33139978.74,57088.68,1.558918919,12.893181632837786,0.9395848720332444,12.466492713579717,17.3162509586167,10.9523786437578
Maize,2006,Rabi       ,Bihar,206084.0,744274,1052.8,26318987.64,45338.48,3.231944444,13.520165869177148,1.4426615668705867,12.236043984026159,17.085801238151195,10.721933455094119
Maize,2006,Summer     ,Bihar,175637.0,614084,1052.8,22430601.27,38640.14,3.389444444,13.327888634029918,1.4792026687372244,12.076180337683015,16.925936757228193,10.562072790996837
Masoor,2006,Rabi       ,Bihar,167871.0,121853,1052.8,21438805.41,36931.62,0.68972973,11.710578885761164,0.5245685930690003,12.030957063226545,16.880713221441805,10.51685045036127
Mesta,2006,Kharif     ,Bihar,18178.0,155075,1052.8,2321512.38,3999.16,7.761428571,11.951670598313191,2.1703589705336634,9.808022360718061,14.657729849940473,8.29408963930205
Moong(Green Gram),2006,Kharif     ,Bihar,6987.0,4067,1052.8,892309.77,1537.14,0.604516129,8.31090675716845,0.47282223387000777,8.851949671253948,13.701569747747039,7.338329173231048
Moong(Green Gram),2006,Summer     ,Bihar,168647.0,88675,1052.8,21537908.37,37102.34,0.548285714,11.392744556713843,0.43714832790407326,12.035568981540143,16.885325166950512,10.521462271497521
Peas & beans (Pulses),2006,Rabi       ,Bihar,23662.0,22002,1052.8,3021874.02,5205.64,0.93,9.99893408668014,0.6575200029167941,10.071667925775051,14.921388064242203,8.557690013073527
Ragi,2006,Kharif     ,Bihar,14328.0,12452,1052.8,1829828.88,3152.16,0.806333333,9.429716836721148,0.5912990077313316,9.570040734716603,14.419733558747758,8.056160403579476
Rapeseed &Mustard,2006,Rabi       ,Bihar,86941.0,89405,1052.8,11103235.11,19127.02,0.982432432,11.400943073003516,0.6843245917266341,11.372996508649017,16.222747165234058,9.858909554725233
Rice,2006,Autumn     ,Bihar,517983.0,530242,1052.8,66151608.93,113956.26,0.962413793,13.181090671019659,0.6741752425758436,13.157699632733687,18.007459785795223,11.64357874479875
Rice,2006,Summer     ,Bihar,109436.0,163989,1052.8,13976071.56,24075.92,1.45173913,12.007560729337492,0.8967976217126047,11.603104320199952,16.452857322539852,10.089008984265218
Rice,2006,Winter     ,Bihar,2736591.0,4333716,1052.8,349490036.6,602050.02,1.482702703,15.28193616129994,0.9093477663731704,14.822223908588049,19.67198561451084,13.308097471530374
Sannhamp,2006,Kharif     ,Bihar,3207.0,2637,1052.8,409565.97,705.54,0.770740741,7.87777633327726,0.5713979567800959,8.073402968986406,12.922855709807447,6.560379817648574
Sesamum,2006,Kharif     ,Bihar,3522.0,2732,1052.8,449794.62,774.84,0.774,7.913155185928068,0.5732368838873878,8.167068178341237,13.016548580798759,6.653946313357042
Sunflower,2006,Rabi       ,Bihar,22828.0,30506,1052.8,2915363.88,5022.16,1.361538462,10.325711444459246,0.8593132973270544,10.035786936549613,14.885505543175066,8.521814496716754
Urad,2006,Kharif     ,Bihar,25479.0,19796,1052.8,3253923.09,5605.38,0.769411765,9.893285690051531,0.5706471551916463,10.145649109686099,14.99537223827758,8.631660513944057
Wheat,2006,Rabi       ,Bihar,2076727.0,4155541,1052.8,265218805.2,456879.94,1.924324324,15.239953423011135,1.073063453657251,14.546304136169825,19.396065727034756,13.032178110769651
Arhar/Tur,2006,Kharif     ,Chhattisgarh,53835.0,22890,1317.2,6875267.85,11843.7,0.359444444,10.038499099192006,0.30707611923148465,10.893697667353607,15.743441306206856,9.379635789129894
Bajra,2006,Kharif     ,Chhattisgarh,71.0,34,1317.2,9067.41,15.62,0.66,3.5553480614894135,0.5068176023684519,4.276666119016055,9.112552224544427,2.810606789427302
Bajra,2006,Whole Year ,Chhattisgarh,307.0,12394,1317.2,39206.97,67.54,33.11285714,9.42504844446929,3.5296743554556507,5.730099782973574,10.576635321439122,4.2274175164464625
Barley,2006,Rabi       ,Chhattisgarh,3485.0,2842,1317.2,445069.35,766.7,0.788571429,7.952615111651,0.5814172168562557,8.156510226079966,13.005987638541129,6.6433990318338525
Castor seed,2006,Kharif     ,Chhattisgarh,69.0,21,1317.2,8811.99,15.18,0.278571429,3.091042453358316,0.2457433835666462,4.248495242049359,9.083982048411624,2.7837759116303458
Coriander,2006,Whole Year ,Chhattisgarh,3629.0,1014,1317.2,463459.59,798.38,0.250555556,6.922643891475888,0.2235878973778738,8.196987927258897,13.046476633404334,6.683836427200176
Cotton(lint),2006,Kharif     ,Chhattisgarh,97.0,164,1317.2,12387.87,21.34,1.506666667,5.10594547390058,0.9189538494266174,4.584967478670572,9.424553767881251,3.1063787936410545
Dry chillies,2006,Whole Year ,Chhattisgarh,6246.0,2135,1317.2,797676.66,1374.12,0.319444444,7.666690200080086,0.2772107722476434,8.73985662749357,13.589459859991202,7.226296279019901
Garlic,2006,Whole Year ,Chhattisgarh,896.0,2626,1317.2,114428.16,197.12,3.061666667,7.87359778968554,1.401593398491128,6.799055862058796,11.647711220552491,5.288872907720037
Ginger,2006,Whole Year ,Chhattisgarh,1888.0,2089,1317.2,241116.48,415.36,1.158125,7.644919344958857,0.7692397891621198,7.543802867501509,12.393039562578103,6.0315502706472675
Gram,2006,Rabi       ,Chhattisgarh,231366.0,193493,1317.2,29547751.86,50900.52,0.756666667,12.173001783219286,0.5634180740749145,12.351760473373123,17.201518253577916,10.837648064568182
Groundnut,2006,Kharif     ,Chhattisgarh,33083.0,37698,1317.2,4225029.93,7278.26,1.545882353,10.537388847885364,0.9344772905051154,10.406805060811797,15.256537139456674,8.89278448767254
